neighbourhood_group_cleansed,bathrooms,bedrooms,price,calefaccion,piscina,aire_acondicionado,ascensor,movilidad_reducida,terraza,balcon,distance_to_center,distance_to_retiro,distance_to_atocha,distance_to_chamartin,renta_bin,DISTANCE_TO_METRO,DISTANCE_TO_CERCANIAS,DISTANCE_TO_EMT,DISTANCE_TO_INTERURBANOS,DISTANCE_TO_MLO
Centro,2,2,164.0,1,0,0,0,0,0,0,0.008548362416279856,0.01281011426803075,0.009103012839712677,0.06441911912072293,bajo,136.43830598509905,526.9938428320007,144.18040416296142,552.6601234059622,6498.161511849937
Centro,1,1,123.0,1,0,0,1,0,0,0,0.017121358006883466,0.030120142422637487,0.03383515087538165,0.051127491668278936,bajo,129.27239333624357,1119.766200733786,55.00792874827192,513.5141024809053,6868.156097580947
Centro,1,2,97.0,1,0,1,0,0,0,1,0.00971710347788991,0.02487201108796801,0.02348138732613415,0.06418091244513409,bajo,528.6757330614644,961.8676538164572,58.626102312654474,839.8786461805623,5549.17840299753
Centro,2,3,153.0,1,0,1,1,0,0,0,0.013941897288391347,0.007844324799496231,0.003400700921867503,0.0638914261093751,bajo,25.596134362418372,353.63321407531953,115.38770457487264,83.3891432380159,8234.990376057707
Chamartín,1,1,85.0,1,0,1,1,0,0,0,0.04465041097234999,0.034966265908156706,0.04496827889479147,0.032846622052960246,muy_alto,477.9026383869348,2055.7124950340663,98.91206482700518,278.09176799209916,4019.6226477828345
Centro,1,1,60.0,1,0,0,0,0,0,0,0.010935927029747942,0.020320271050359065,0.025805619364006927,0.048315441447736605,bajo,239.39582603026233,1212.0662570610693,167.17827421555293,1369.6028850501252,6635.384988761935
Centro,1,2,72.0,1,0,0,0,0,0,0,0.007425901487572353,0.022807901359500525,0.022204164798068943,0.062061450329192344,bajo,305.02938803609413,695.5639457284146,89.5696520764554,878.3697341127662,5765.950390775442
Centro,1,1,55.0,1,0,1,0,0,0,0,0.0043492528093921345,0.01425639953003706,0.018220737711740896,0.054072814688061306,bajo,61.743326777929745,429.3208704809011,45.72636094560048,1561.9287202234257,7244.662568607967
Centro,1,1,117.0,1,0,1,1,0,0,0,0.0052509522945830365,0.01708875605654096,0.014979521980358021,0.0635507007537229,bajo,79.40652173581962,595.5744964700048,98.35388186296586,1076.946426843962,6118.690182226652
Centro,2,1,84.0,1,0,1,0,0,0,0,0.012397112567041782,0.025763592132309124,0.02912089344027515,0.05260478689520547,bajo,173.25019185285637,955.8736204570191,88.69533447123331,963.1350925542581,7059.939723999058
Centro,1,2,91.0,1,0,1,0,0,0,0,0.012236425131550708,0.006885590138832996,0.005438577641257256,0.062121920207683194,bajo,195.99530672846728,551.6950302293053,78.50016655740994,273.3613430057904,8052.506666626837
Arganzuela,1,1,85.0,1,0,0,1,0,0,0,0.01686373920576384,0.010367998435567731,6.202225407046196e-05,0.06702233322027347,medio,219.88267312611754,225.24407964001713,96.50473469825651,168.55557927060838,8561.448731680704
Chamberí,1,1,79.0,1,0,0,0,0,0,0,0.01897074853557259,0.030785156156174567,0.03538909909505983,0.04799037835118348,alto,355.81289148900584,1466.3383849524407,47.5143628667759,446.2448410840281,6539.810530747704
Centro,1,1,108.0,1,0,1,1,0,0,0,0.005304573498402791,0.019672636212770024,0.022076024795236272,0.055705350212434925,bajo,81.59344048625903,566.8673150782777,36.866466653429356,1090.3748875149945,7417.424766519527
Centro,2,1,156.0,1,0,0,1,0,0,0,0.005280246206381103,0.011468018990217219,0.011546752563384322,0.06033004354622477,bajo,119.34277674409626,470.9678530285956,53.272761423100384,822.315571450232,7905.649721111445
Puente de Vallecas,1,2,72.0,1,0,1,0,0,0,0,0.042854042983130204,0.029018011157896855,0.02700168525777537,0.07761908625002675,muy_bajo,212.87547905094834,1056.5585472470384,23.58373706879642,1307.0410241723368,9235.86575609884
Centro,1,1,104.0,1,0,1,0,0,0,0,0.009932864167661154,0.015114547253584718,0.00984741521326775,0.06677967429794317,bajo,143.60619626776378,264.85250913912967,5.641849383985653,638.9880398569851,6331.5577004071265
Centro,1,1,106.0,1,0,0,1,0,0,0,0.004930983674683546,0.01748537456161522,0.015641267172452032,0.06324349315375728,bajo,77.6026904345637,557.9945654093508,72.78991263444917,1139.2074644528211,6092.637324691263
Centro,2,2,160.0,1,0,1,1,0,0,0,0.007382743604956443,0.019748720284397458,0.016776505673169496,0.06557009025942347,bajo,113.80564061086461,715.6637184912364,76.22283604674857,1234.9706764252958,5882.192449471511
Chamberí,2,2,205.0,1,0,1,1,0,0,0,0.021534295053471063,0.024063334814485346,0.03265358733923721,0.03680166569400203,alto,169.89507699341667,1114.8204380535515,108.81348939842597,1761.0388116788038,5414.482935483642
Puente de Vallecas,1,3,86.0,1,0,1,0,0,0,0,0.05113455387504659,0.03863796583102963,0.03447433652385448,0.08870636722518409,muy_bajo,785.2448850292025,681.3233839620099,105.39431618411574,1447.1643023079964,10424.939908208102
Centro,2,4,253.0,1,0,0,0,0,0,0,0.003174413331625842,0.01852508956955433,0.018645283552683956,0.06017514741394229,bajo,317.17125601125645,335.4155376767976,50.847942974135215,1193.9362035454424,6116.3091557366515
Centro,1,2,225.0,1,0,0,1,0,0,0,0.012732203265734961,0.026955571215612574,0.023957430053325908,0.06832453610738498,bajo,503.5953818043765,928.0509186033765,90.22635854935126,1120.0054836058696,5280.988030928126
Usera,1,3,122.0,1,0,1,0,0,0,0,0.027948438239015015,0.03220885678753365,0.0225741730913885,0.08586155701062773,muy_bajo,215.74939698862207,1328.6237504577225,292.5380632378469,396.750554239731,5795.810778218855
Centro,1,1,100.0,1,0,0,0,0,0,0,0.006937759004177922,0.01865445060997517,0.01566725192112408,0.06524601626375268,bajo,187.1434489237556,658.689879291764,91.70513864151312,1174.4495147810176,5974.831846258004
Moncloa - Aravaca,1,1,117.0,1,0,0,1,0,0,0,0.022288961393478444,0.037580183335902524,0.038274329448861576,0.06223477865542443,muy_alto,509.9762629967568,513.842445816605,74.39191595264039,495.74361970132503,5177.078223335807
Salamanca,1,1,134.0,1,0,1,0,0,0,0,0.021134450548805975,0.01419035487787415,0.02443500371925317,0.042759765554664333,alto,437.77541522962747,745.7335129276129,50.34116215185075,1241.8926795964337,5886.664171152085
Centro,1,2,164.0,1,0,1,1,0,0,0,0.004182439479533069,0.017319864882844295,0.020390760524313004,0.054781721443288155,bajo,114.52655621296246,468.3966548326047,55.5377705554145,1298.9612247086402,7323.093301325065
Centro,1,1,92.0,1,0,1,1,1,0,0,0.0056777636442571595,0.013758033128322012,0.01186347127783258,0.06268728868191645,bajo,212.77415233919413,599.9685056780597,62.55677012187205,814.1967966015602,8165.018169359713
Centro,2,1,82.0,1,0,1,0,0,0,0,0.009925492431105003,0.020595436474131774,0.025440183937226114,0.049833983849275974,bajo,249.1719096295695,1099.3409060433426,107.25754761225281,1352.788372815759,6794.703031128026
Centro,1,2,160.0,1,0,1,1,0,0,0,0.013404480594186247,0.026836120128662305,0.030154382082209698,0.05261124486542679,bajo,81.65409709494081,937.4168994411664,117.51724969549828,892.8980803210688,7052.38304587259
Centro,3,3,215.0,1,0,0,0,0,0,0,0.011896171653095847,0.015241654882590628,0.022678354851265153,0.04670544696595776,bajo,178.76195028606634,726.3285732589306,100.15740674225486,2157.811579901792,6449.142683196457
Arganzuela,1,2,150.0,1,0,1,1,0,0,1,0.013603859746410367,0.013318410248972148,0.005451393102684502,0.06803144780385997,medio,317.9281645725837,484.7511066212772,67.81146311753271,373.15823976779956,6648.604738864728
Centro,1,1,76.0,1,0,0,1,0,0,0,0.00813708793119608,0.021157550225866937,0.024633260579145794,0.053035057747582125,bajo,95.7536944690865,880.7691326077044,74.61672601757721,1130.38206647927,7130.011775737241
Salamanca,1,1,189.0,1,0,0,0,0,0,0,0.01948994869156893,0.007871824665224356,0.018208130018209336,0.049643218532742346,alto,256.0367135240333,495.9269049604591,84.56593090392775,1633.3799123917045,6590.617624374866
Centro,1,1,114.0,1,0,1,0,0,0,0,0.004568468014550636,0.014873194127691548,0.018881285940314928,0.053759890683388,bajo,114.14240065806767,471.38530303745296,84.96759863898063,1526.0400480201122,7212.419373668155
Centro,1,1,126.0,1,0,1,0,0,0,0,0.005962013082843006,0.016058625830376608,0.020536172446685853,0.05240202091799108,bajo,299.83041285924344,644.2807803260836,67.87612730561219,1506.4889538428058,7068.9546145100685
Arganzuela,1,1,90.0,1,0,0,0,0,1,0,0.017686449615455763,0.0168610031599531,0.0070675768662251835,0.07239347282932024,medio,224.81276543415845,332.99931646751156,31.834845104185334,206.36927174713887,6619.662534671984
Centro,2,2,197.0,1,0,1,0,0,0,0,0.004475008379880463,0.014981266820932858,0.013528432679361636,0.06229322412822603,bajo,137.57402040079972,495.2682260772614,115.27684112943886,967.1503837045218,8125.853416753687
Tetuán,2,3,92.0,1,0,0,1,0,0,0,0.033931206875083046,0.04016758652894056,0.047926591812476244,0.03102167964972208,bajo,362.8385855999973,1363.4519515467252,154.9743569090775,1929.2084894442007,4770.405376885011
Chamartín,1,1,75.0,1,0,1,0,0,0,0,0.03762571062451874,0.030187337470539036,0.04052819165420704,0.029998943419555755,muy_alto,149.2095293584768,1349.7506081067309,116.35959419777488,537.4362451503806,4185.840924292171
Centro,1,1,119.0,1,0,1,1,0,0,0,0.0023224340679563246,0.014362175864401585,0.014624308214750147,0.059922664011953994,bajo,233.80760715191275,234.54909166678715,13.185604124302147,1101.8278588247997,7871.2878892334975
Centro,1,2,82.0,1,0,1,0,0,0,0,0.008524376810067756,0.02116072596959028,0.024892258209333048,0.05241764384526808,bajo,32.74573964928581,928.3224333319896,33.913422605816706,1170.5640721399739,7064.936307010905
Centro,1,1,109.0,1,0,0,1,0,0,0,0.0007922752047060623,0.015696991162640027,0.017394896572268385,0.057586812729044146,bajo,93.85602998991624,104.99030556881752,272.68364290684906,1388.7429955771147,7622.740412349082
Tetuán,1,1,157.0,1,1,1,1,0,0,0,0.04337764977496564,0.044180291664495254,0.05374955354939817,0.015704903702028747,bajo,364.3124243422506,1390.1673519346168,9.213166191706625,892.7492579134044,3286.784237142121
Salamanca,2,2,140.0,1,0,1,0,0,0,0,0.023336300049493795,0.016480275591145916,0.02677556383645522,0.04057499841391966,alto,298.9224233076533,1002.3659104013637,103.09285768540329,1006.5178987355507,5629.894928590243
Centro,1,1,86.0,1,0,1,0,0,0,0,0.007027780588493822,0.013373009816790606,0.01062326158766728,0.0635843489413038,bajo,214.4481599421171,609.323564546594,79.34836527735554,692.6548528024413,8258.84172792901
Arganzuela,2,3,239.0,1,0,0,1,0,0,0,0.015555121343150374,0.011520152236843212,0.0021910232221505305,0.06758861752018663,medio,223.52338204462245,406.33195966671786,96.31368787998659,251.2496078736028,8644.595278897748
Arganzuela,2,2,131.0,1,0,0,0,0,1,1,0.014526654811075148,0.014381315501720842,0.005865592106514865,0.06923339448770374,medio,263.2745572984227,485.1357119456894,20.118190400892676,308.5816971649838,6612.834591134555
Centro,1,1,139.0,1,0,1,1,0,0,0,0.009836589856248516,0.010203848664107102,0.006999710191142324,0.0634189984018181,bajo,364.39249080975065,705.4121749630067,160.00007983849736,374.25567502623295,6736.8741352430925
Centro,1,1,65.0,1,0,1,1,0,0,0,0.007563021882819154,0.008954309999100409,0.009729020647527844,0.0599424519709481,bajo,217.05353745783103,642.6331141109374,193.57332373498858,675.9016122633719,7849.831770172217
Chamberí,1,1,150.0,1,0,1,1,0,0,0,0.012658759812867824,0.02015405655345756,0.02651865363776671,0.04609987269277414,alto,58.166861697187805,1204.868783898987,17.066130473354846,1427.002153546686,6401.620964524571
Centro,1,1,97.0,1,0,0,1,0,0,1,0.005604542800261326,0.013592973315650524,0.018327330922965863,0.05300018505901598,bajo,183.45806908769384,543.8704034364147,14.163768606137516,1602.4446390395105,7127.411673908555
Centro,1,1,107.0,1,0,1,0,0,0,0,0.007605267911129207,0.017701233955857484,0.014085116213932429,0.06583061108853389,bajo,341.0135010860366,504.1820870409309,41.39599470353039,1015.8473311654438,6056.934014102873
Centro,1,1,70.0,1,0,1,0,0,0,0,0.008502823060608983,0.0204209345417876,0.016882675225211998,0.06670211771967649,bajo,216.72956483985232,646.452544697036,159.98419327176742,1164.6741780853436,5820.325674020048
Centro,1,3,55.0,1,0,1,0,0,0,0,0.007836612788698618,0.020609485378341213,0.024218805560143605,0.05283923559524247,bajo,105.2762409402918,855.3594107243066,57.068840984648055,1176.1038637136976,7111.149819653027
Centro,1,1,85.0,1,0,1,1,0,0,0,0.007866511297900804,0.02335518168544218,0.023040755776666446,0.06155412317862772,bajo,260.968765300957,728.5173597714802,161.80828639938903,796.0013850809046,5757.702485804148
Centro,1,1,136.0,1,0,1,0,0,0,0,0.007943261294960131,0.01665679691777752,0.021960296873222936,0.050432128512382365,bajo,158.90230107069493,860.9537993166771,37.252504378608826,1594.3331380125383,6859.219198289848
Centro,2,3,207.0,1,0,0,1,0,0,0,0.008436895163505953,0.014373090675288037,0.020460038386083925,0.05006158619430259,bajo,217.80648464723993,749.4991226282258,98.60916823729188,1870.85839193368,6812.51364028299
Centro,1,1,120.0,1,0,0,0,0,0,0,0.008536547083268328,0.01917742753181901,0.015224859210556626,0.06685104153675302,bajo,330.520689468022,502.3260388254952,96.98224529361678,1021.9509013471575,5930.423040817578
Carabanchel,1,2,82.0,1,0,0,0,0,0,0,0.034524985155681205,0.047258952967240864,0.04120242651543672,0.08874490983875807,muy_bajo,768.273689524763,1106.1017883962961,300.291791854451,798.6639914068153,3635.7927733080255
Centro,1,2,176.0,1,0,1,1,0,0,0,0.0044006931272272155,0.017569748875837714,0.016107684214683716,0.06268031582793583,bajo,107.1709606400311,497.8711275456963,81.25069926925335,1188.5192398675888,6097.889688827788
Centro,1,1,127.0,1,0,1,1,0,0,0,0.0034754607462449396,0.0165220617111782,0.015553913383811784,0.061788567728782176,bajo,123.52497978471644,402.2606359053731,98.79577559907395,1154.7918892532107,6197.2003312144125
Arganzuela,1,3,150.0,1,0,0,1,0,0,0,0.015587664995120081,0.013912794814845706,0.004662882666334897,0.06941989170468199,medio,134.057344011018,425.68739070177224,64.46103924213608,187.79063701767825,6727.447841097672
Arganzuela,1,1,130.0,1,0,1,1,0,0,0,0.020232461540801383,0.02089255512281529,0.011008316617901836,0.07612372156095144,medio,494.3575228969568,623.2898207818561,95.43081665220744,284.11738412882136,6425.908449368199
Centro,1,1,106.0,1,0,0,0,0,0,0,0.00660480128391476,0.011631263197089984,0.010260727009331136,0.0619123044821416,bajo,70.28558570940858,637.323025519676,67.59803147698103,681.2490610225082,8074.106487532056
Centro,1,1,88.0,1,0,0,0,0,0,0,0.004506994564008613,0.019348807187007423,0.018586425550922672,0.06180449396516051,bajo,348.90961866141276,468.80765504494815,55.12648396151225,1199.178924469213,5997.709166167207
Salamanca,2,2,231.0,1,0,0,1,0,0,0,0.017921004436135663,0.0068563663525245825,0.0172136723205716,0.05022042158613984,alto,179.47907121582523,396.97705772938707,168.00547710357148,1543.2370407791573,6681.289023113043
Centro,1,1,114.0,1,0,0,1,0,0,0,0.00824211744638184,0.023005504983807455,0.025015283223659347,0.056308121122001224,bajo,201.0904166155953,823.5528361661919,120.84294499196709,836.7058071295749,7467.554322720613
Centro,2,2,190.0,1,0,1,1,0,0,0,0.011677200006851095,0.025149422807692424,0.02841033302796836,0.05294308036268264,bajo,233.83186943107512,941.6979644392005,129.73569578720586,949.3934554516585,7099.627753370649
Centro,1,2,101.0,1,0,1,1,1,0,0,0.010699953270926574,0.016615605302243562,0.010834010095989235,0.06804380937520622,bajo,124.87386948765108,123.55121801942495,76.66191917868113,603.8237145697657,6217.61819095066
Centro,1,1,83.0,1,0,1,0,0,0,0,0.00934776978749722,0.01667115375611361,0.011800222148755946,0.06702504418715186,bajo,217.53932230112383,263.85502387880445,71.87400754386145,760.5779054551059,6174.819989814936
Centro,1,2,156.0,1,0,1,1,0,0,0,0.015584325458613059,0.02898279930510635,0.03235097604029936,0.05231264466923487,bajo,164.25757941687735,971.1474126761954,27.062233515982403,681.5454091612673,7002.210343456278
Centro,2,1,111.0,1,0,0,1,1,1,0,0.009897540098425889,0.011703696320393506,0.01889189251398354,0.04982721553819662,bajo,113.31460196541248,485.74705295585744,171.68463733008534,1748.8817770167107,6769.380381205507
Centro,1,2,154.0,1,0,1,0,0,0,0,0.0029374308502518316,0.018156929684283146,0.018178797285847176,0.06032793567071561,bajo,304.80931840832164,319.2594249046421,81.4823703978863,1234.6464928946016,6133.704016901348
Arganzuela,2,3,191.0,1,0,0,1,1,0,0,0.016851602297708494,0.011151398457594249,0.0008542498229467171,0.06769861902793907,medio,263.1837644333591,309.6840712749519,166.689384509285,252.63042004190416,8641.100582518757
Centro,1,1,168.0,1,0,1,1,0,0,0,0.0028206382256501794,0.01612352664772926,0.018874950245233463,0.05566901400500543,bajo,161.07697343171753,314.4537886908959,71.35298627802344,1366.7381287879432,7417.90462807968
Moncloa - Aravaca,3,4,250.0,1,1,1,1,1,1,0,0.08071484745695692,0.09571249558735828,0.09663130179584618,0.0964433432139812,muy_alto,4886.1803138166,632.9503749795336,167.3825072059291,107.98623108126127,637.129300331941
Usera,1,3,117.0,1,0,1,1,0,0,0,0.02221482838106307,0.026442342626173117,0.01717981835643213,0.07992166869059676,muy_bajo,851.8971438998718,1044.3857900004434,235.86130235116661,367.84164781219727,5919.901674971271
Moncloa - Aravaca,1,1,92.0,1,0,0,0,0,0,0,0.022573579689538957,0.0378433122170885,0.03859077369993997,0.06213905144343372,muy_alto,544.0248591373689,547.8084976977547,38.58078363864859,530.3710585274645,5182.0914315085865
Retiro,1,3,68.0,1,0,0,1,0,0,0,0.0314598235850117,0.016775862647267114,0.01736399213199572,0.0667044283259335,alto,323.4290709980324,1262.3749767562872,80.97297527467313,64.58048647523536,8218.290551923343
Centro,1,2,94.0,1,0,1,1,0,0,0,0.00548753132109362,0.016010003733916887,0.020253876042871377,0.05288291609101801,bajo,255.687623683909,593.5896430620542,17.460292035163967,1482.6874703880985,7120.286765636005
Centro,1,1,76.0,1,0,0,0,0,0,1,0.005151397868539483,0.02059167957112822,0.02161048825825061,0.05852687475245611,bajo,64.7388096693168,506.6068771718328,228.96071447679307,969.4313700285189,6075.235389871379
Centro,1,1,75.0,1,0,0,0,0,0,1,0.002946811836543876,0.018460782528376275,0.01943895950816244,0.058623891036757844,bajo,231.50162590302585,311.73026933264435,129.28505580353138,1157.6042480902258,6194.174902807961
Centro,1,1,137.0,1,0,1,1,1,1,1,0.002713518146827721,0.013038881607121956,0.014221834612751155,0.05875484990990102,bajo,210.61625126403774,202.14626201991717,96.2726712624366,1091.3199092865232,7743.3801066900705
Centro,1,1,133.0,1,0,1,1,0,0,0,0.00848594720699606,0.01885813192126902,0.023678618092276445,0.0505489169447768,bajo,206.65156537734725,940.7889306431779,135.8756992760949,1439.7062784570508,6872.563536581511
Centro,1,1,52.0,1,0,1,0,0,0,0,0.011986112797734497,0.02462545771270262,0.028504180443578744,0.051303410396283194,bajo,295.313005560942,1103.1051998074272,77.47262881114995,1027.9909745412895,6931.753573885709
Salamanca,1,2,163.0,1,0,1,1,1,0,0,0.02232457166442325,0.014146220963920245,0.024491198883680725,0.043063324979496186,alto,420.58884916327605,792.0094556529732,182.71305402954067,1178.7908466675835,5882.589482931827
Tetuán,1,2,143.0,1,0,0,1,0,1,0,0.03933866291576227,0.04036211985959423,0.04982989739865125,0.01948804311083698,bajo,542.0002988577415,964.8617525352004,86.69967153102941,1332.289208384124,3655.4363173606935
Chamberí,1,1,83.0,1,0,1,0,0,0,0,0.014104077424627432,0.022432831019734957,0.028611725966111605,0.04543755691374603,alto,137.50060885490828,1419.8401457524983,106.53933085913252,1238.86824101377,6330.5144071043205
Centro,1,2,97.0,1,0,0,0,0,0,0,0.013552977532630156,0.02901944712705616,0.029405613524631186,0.060935068230778634,bajo,304.838796728807,302.5175804452093,77.97988749718048,256.00672041622,5515.447114048926
Chamberí,1,2,166.0,1,0,1,1,0,0,0,0.016142577241567917,0.028573184624050802,0.03269981643312467,0.04992343161572108,alto,284.3743199618598,1214.6495530099257,28.47546710197504,622.5096347185131,6759.04123147391
Centro,1,2,166.0,1,0,1,1,0,0,0,0.01716490897150257,0.030067308884569002,0.033859357329400416,0.05087442919866183,bajo,138.23649586244142,1145.0451737509989,56.72774379810196,508.295797542955,6842.60911091929
Retiro,1,2,222.0,1,0,1,1,0,1,0,0.019899992462310334,0.008997343805809596,0.0047358980943431675,0.06573110597190172,alto,216.74954869301843,209.9956137807935,108.64527667609127,236.18376497812312,8363.36578028074
Chamartín,1,2,124.0,1,0,0,1,0,0,0,0.044679772828425286,0.04269659990631552,0.05278058183422921,0.014228375040389027,muy_alto,306.391720950055,1354.335440367799,51.90177243853875,1028.1360747765927,2969.362572689558
Villa de Vallecas,1,2,102.0,1,0,0,1,1,0,0,0.10027909702425596,0.08518601610334808,0.08526352229857752,0.11587202623709272,muy_bajo,1245.0621471745549,198.97308879469085,65.50935546311273,293.94258505948176,11639.45937946272
Centro,2,4,149.0,1,0,1,0,0,0,1,0.008288359306880358,0.020366562880368602,0.024391903139360287,0.05191544506493037,bajo,88.59415470500699,912.6609423140178,54.206116109683485,1251.1425554850784,7014.386530363345
Centro,1,1,47.0,1,0,1,0,0,0,0,0.005882465469513064,0.013541808873266009,0.01843675738192846,0.052740761070441074,bajo,211.67619744469027,572.056347356161,30.466606121040844,1619.4728092258208,7099.249992084714
Centro,2,2,263.0,1,0,1,1,0,0,1,0.004920497942281684,0.020436193861871885,0.020649448291903814,0.06012314033955259,bajo,158.32045041843242,478.0174231578404,84.04455251069636,1013.760806532465,5999.761289705298
Arganzuela,1,2,147.0,1,0,0,0,0,0,0,0.0151309120676851,0.030254511854597772,0.02820793049409944,0.06750927727571865,medio,741.8840572345274,870.8272260644924,94.89593992299763,729.209567857453,5087.3864978142565
Centro,1,2,104.0,1,0,0,0,0,0,0,0.0021927152117896236,0.017184321911556416,0.017280428083815417,0.06016355345464584,bajo,245.50879610954127,258.94002061149973,24.82728456452111,1318.489656964709,6204.650730638211
Arganzuela,1,1,88.0,1,0,1,1,0,0,0,0.019061778510936524,0.012920137907929261,0.0027844925498179177,0.06971076879714716,medio,274.3358252897537,290.34246084297087,202.55052128420976,226.1027246291007,8848.649687916311
Centro,1,1,96.0,1,0,1,1,0,1,0,0.00661300585936501,0.02039581677478684,0.018316309022785814,0.06429284753977452,bajo,99.55709497943077,695.5391455269909,55.92541650879924,1293.8616895280204,5851.49025592628
Tetuán,1,2,86.0,1,0,1,0,0,0,0,0.041690586467447215,0.04634952223658827,0.05481190241872442,0.024049984829308133,bajo,496.86400043585513,1704.3827254507987,195.64324136946013,1525.4933369831233,4040.2833756921677
Salamanca,2,2,262.0,1,0,1,1,0,0,0,0.016813461868395677,0.010041475965218528,0.019998114280102553,0.04701115818919568,alto,148.72433862652653,245.77999509635674,72.0882349485785,1725.5274359551258,6384.177776203981
Chamartín,1,1,97.0,1,0,0,1,0,0,0,0.03677671545964837,0.02871967840279757,0.03902939306164038,0.03192477514861725,muy_alto,338.2979695875489,1464.1993516520106,139.99319316779622,331.08850398718823,4376.657112061276
Arganzuela,2,3,122.0,1,0,0,1,0,0,0,0.011986634223168325,0.022103166369548993,0.01678485384982531,0.07028634238804517,medio,242.13414568440677,430.13577993556476,38.67561575159896,925.5701650306626,5707.102228245635
Hortaleza,1,1,77.0,1,1,1,1,0,0,0,0.06383489327945772,0.05387521121592033,0.0636098974905623,0.034722047409246316,alto,210.26064830650284,2941.6579193545567,50.92676153926495,1012.6608534587702,2801.800526152377
Centro,1,1,109.0,1,0,0,0,0,0,0,0.00847115104339316,0.02036803003631057,0.02450143838145044,0.0516565282252846,bajo,96.97212125577815,933.9910906240115,76.9327622964541,1269.1237485761446,6987.087226841747
Centro,1,2,155.0,1,0,1,0,0,0,0,0.005360596981680397,0.010208058363861502,0.013309467711367833,0.0569210615878683,bajo,162.90301694804756,394.9206508803459,47.843008020382726,1063.5931802526227,7535.323327897901
Chamartín,1,2,123.0,1,1,0,1,1,0,0,0.054518350121771544,0.05134203119823387,0.061610523311852024,0.007963289413925332,muy_alto,206.08424955937647,707.7780254380688,120.72035527088444,689.4067891088803,1941.317424938837
Carabanchel,2,3,129.0,1,0,1,1,0,0,0,0.023707764550883987,0.03255717235203335,0.02479698463039475,0.08187773708579017,muy_bajo,254.4242100980445,825.1905480856603,79.45823439766286,635.6145670541002,5122.0000755787605
Salamanca,2,2,203.0,1,0,0,1,0,0,1,0.03326115151343862,0.021894903780560835,0.031713675390278036,0.04161707570565056,alto,40.19997071458069,1704.1147734729905,70.78096001068191,657.7754765638816,5383.162413671728
Salamanca,1,1,99.0,1,0,1,1,0,0,0,0.033833371100141764,0.022165565085510427,0.03187012128561639,0.04218823914659034,alto,108.82046253693635,1740.9526933140705,82.23325715363484,720.8846766384222,5415.292055236388
Centro,1,3,131.0,1,0,1,1,0,0,1,0.0021452505681197748,0.015325228336308897,0.015312530775804122,0.06030356412592799,bajo,242.1253457577298,247.7845465122873,19.688960056991654,1156.0128281252764,7913.314498129251
Centro,1,2,155.0,1,0,1,1,0,0,1,0.005508366363997003,0.01181196984249418,0.011303955359076637,0.06097971966391439,bajo,66.99194840072846,515.0078480352728,3.3662264128881194,788.379901308193,7976.221819263278
Centro,1,1,68.0,1,0,0,0,0,0,1,0.0026969056342405484,0.018234552902662897,0.019085104525782017,0.05886271446586079,bajo,259.01278666890664,289.1987475393987,93.60706807148158,1181.8735439941988,6195.826760044533
Retiro,1,1,89.0,1,0,0,1,0,0,0,0.033155544031128525,0.01843937947871378,0.01893115767088742,0.06756825669121505,alto,225.92801413119744,1243.8492387639108,123.40504981319407,157.8961343702939,8274.643308303896
Chamberí,2,1,223.0,1,0,1,1,1,0,0,0.015769054807884635,0.02325708683955496,0.0298823305414292,0.04368047018443075,alto,82.06444887520418,1501.2146119874194,56.621883747531115,1254.9638248568328,6145.849843280931
Centro,1,2,93.0,1,0,1,1,0,0,0,0.007752805943652441,0.01603287870471137,0.021416294608542497,0.05056972715261526,bajo,199.29582092370035,830.0347657965218,54.80244002188993,1629.6893414145316,6872.787386417293
San Blas - Canillejas,1,2,66.0,1,0,0,0,0,0,0,0.08614579850462775,0.07099074511202112,0.07610577354419229,0.0816824001256695,bajo,343.0835897346912,3292.877194398333,121.17462773894928,549.0904352722962,7289.468019145759
Centro,1,1,74.0,1,0,0,0,0,0,0,0.007997799697418713,0.012985422887221598,0.009642769454881212,0.06411058343432549,bajo,151.31956595809845,553.4117894773218,148.767378740419,601.6563548151519,6474.747909173372
Arganzuela,1,2,95.0,1,0,0,1,1,0,0,0.016208275663996907,0.010894765511933626,0.0010404569957477494,0.06729847325378142,medio,277.9114755503537,312.2387742788744,115.20921887057754,257.01779566867896,8602.48038132414
Centro,1,2,162.0,1,0,1,0,0,0,0,0.002433289953951427,0.013201340066826705,0.0145846575126066,0.05844942603900748,bajo,176.47091187512385,166.56338962002488,76.59398021836725,1130.2405677384575,7711.155371757321
Centro,1,1,119.0,1,0,1,1,0,1,0,0.006408884458311614,0.012937724203273094,0.010869083804996038,0.06277430858471662,bajo,173.47164500298754,658.0618079338896,113.57790551398242,725.61913725014,8171.313964860334
Centro,1,1,150.0,1,0,1,0,0,0,0,0.0018398369492991444,0.014214643279379251,0.014972110030319162,0.059221770205640366,bajo,163.6286104777165,162.0748185829468,77.04044051162538,1146.7676524682854,7796.046088668658
Centro,1,1,155.0,1,0,0,0,0,0,0,0.010717476206784943,0.011365185285954572,0.018982494956107574,0.04934684692488416,bajo,190.2781729214247,418.2411808953326,93.77992248886673,1772.2129078209412,6711.828353290859
