neighbourhood_group_cleansed,bathrooms,bedrooms,price,calefaccion,piscina,aire_acondicionado,ascensor,movilidad_reducida,terraza,balcon,distance_to_center,distance_to_retiro,distance_to_atocha,distance_to_chamartin,renta_bin,DISTANCE_TO_METRO,DISTANCE_TO_CERCANIAS,DISTANCE_TO_EMT,DISTANCE_TO_INTERURBANOS,DISTANCE_TO_MLO
Salamanca,1,1,95.0,1,0,1,1,0,0,0,0.0335533193632167,0.019833467081931653,0.028487105523202137,0.04849647274286654,alto,312.0215224201476,1667.2492656369702,120.61106291353188,1402.1106689680244,6065.315288708221
Chamberí,1,3,94.0,1,0,1,1,0,0,0,0.022974261171207436,0.033200678196351,0.038853502886592305,0.043526852320778214,alto,154.24032540534606,2002.1117622285765,94.04752001548907,653.7936835644472,6064.30449634957
Centro,1,1,80.0,1,0,1,1,0,0,0,0.011837047773827325,0.018974521747858332,0.025369363625440254,0.04668054447293907,bajo,66.49023171764506,1096.4910340774138,41.22478295950973,1522.1480267654279,6462.151982894918
Centro,1,2,132.0,1,0,1,1,0,0,0,0.004603172818828266,0.020018523810711297,0.0199561902867266,0.060613744252350873,bajo,241.2128000928612,454.5698151479379,14.436057374189444,1071.760118721875,6002.3809837288145
Chamartín,1,1,65.0,1,1,1,1,0,0,0,0.05684379033808,0.05539642204655435,0.06547966119918235,0.0015258185639178687,muy_alto,286.89406725020405,299.67995652967545,49.30310890063838,234.44586244169474,1897.7175843979862
Centro,1,2,85.0,1,0,0,1,0,0,0,0.010092472442372075,0.013522530811944263,0.008368146435143012,0.0659938288348966,bajo,150.43366522022706,384.9299836972383,150.36624529954582,501.15471056476434,6475.468454685192
Centro,1,2,154.0,1,0,1,1,0,0,0,0.0023263920563808666,0.017397977915838542,0.019130458717970603,0.057309447495937964,bajo,181.96008122917635,267.10553766277627,214.48677845917823,1241.77082202163,6329.117745459258
Centro,1,1,85.0,1,0,1,1,0,0,0,0.002499699981998207,0.017467106215971532,0.01929626737895323,0.057123480936383676,bajo,158.5030081010433,284.9512615720997,195.28939908852223,1236.6062101811433,6335.57444378937
Centro,2,2,222.0,1,0,1,1,0,0,0,0.005430653735967765,0.02005247993540998,0.022234207581111838,0.05613011348901533,bajo,81.79338904095245,570.6872527038036,42.9795023427815,1047.8766306747302,7461.472372175972
Centro,1,2,225.0,1,0,0,1,0,1,0,0.005466186970820934,0.015154147140634887,0.019590952267818873,0.05285173632237417,bajo,214.64157264180622,573.5721578923358,22.68601216381635,1547.5821861663355,7115.639537175797
Salamanca,1,1,169.0,1,0,0,1,0,0,0,0.014250432058883516,0.008138588434370982,0.017592819941019654,0.049459201308540764,alto,272.2840111702125,49.68689994897344,48.57880525497976,1629.7709715785272,6669.940208828473
Centro,1,2,65.0,0,0,0,0,0,0,0,0.010930292768268112,0.013846793836841412,0.007984609868991499,0.06676226961607654,bajo,229.75780464477876,337.79320978192396,75.45298156759861,489.3398161761182,6475.996819042173
Centro,1,1,189.0,1,0,0,0,0,1,0,0.01009406261125935,0.018274523347001827,0.02410041864283931,0.04844985795943509,bajo,96.74892106868656,1107.1186319110516,104.12173672007833,1558.7722429467783,6649.770949262525
Centro,1,1,73.0,1,0,0,0,0,0,0,0.010997181457077796,0.02193456923579711,0.02673753696135554,0.04947460852083612,bajo,258.32680220153935,1212.6684406915576,23.691995962477073,1226.1061842549025,6753.461676313042
Barajas,1,2,86.0,1,0,0,0,0,0,0,0.1401311203837317,0.1268706037171742,0.1344121788483472,0.10948204865771419,medio,604.9138275061048,2477.774837098618,125.59083835559682,528.0193629924729,6621.544746294968
Centro,1,2,126.0,1,0,1,1,0,0,0,0.009722473964995253,0.022280135088461467,0.026122759325157178,0.051882398598074336,bajo,95.20460967450515,1052.1213769169,45.63308869099033,1150.573572300517,7004.39963184192
Centro,1,1,214.0,1,0,1,1,0,0,1,0.005905285767853137,0.021290198673568222,0.020929011318261824,0.061332059677545236,bajo,254.85359834425964,566.3522460291047,42.549701946199185,984.4880875719449,5891.33364759455
Tetuán,1,1,73.0,1,0,1,1,0,0,0,0.035912444918157635,0.03639388541444774,0.045930797845887134,0.022469269286960993,bajo,283.1646492115426,527.814955083533,112.53942807805508,1728.50977699313,3933.188969805206
Centro,1,2,136.0,1,0,0,0,0,1,0,0.0066281596239122255,0.018017852357038,0.015107471620359535,0.06494122401287157,bajo,228.24052624510585,646.0128973733686,125.79563070715268,1156.9869140608282,6029.665506546154
Centro,2,3,143.0,1,0,1,1,0,0,0,0.005478841118336114,0.020461887389974415,0.02225449461928789,0.0569214206805304,bajo,147.39411511330806,560.5070469327887,83.38627902505043,995.0740386269224,6179.20166207607
Salamanca,1,1,108.0,1,0,1,1,0,0,0,0.029903327574034487,0.01827099525368266,0.028137146670550464,0.04368151849798272,alto,104.37930998915367,1372.781652197819,90.4461505243099,918.620803101859,5707.2949767375
Centro,1,1,86.0,1,0,1,1,0,0,0,0.0052434435250084,0.018465761710798202,0.021620079804660474,0.05434408792398629,bajo,174.34535215888863,581.4440729954097,166.46285714778438,1233.560300561317,7275.351260423614
Chamberí,2,2,209.0,0,0,0,0,0,0,0,0.022884492565922575,0.03335247540378255,0.038866818377116225,0.044070252918380584,alto,158.15184444269013,1956.733694699678,114.70857196322119,601.16144402283,6116.797017488393
Centro,1,1,127.0,1,0,1,1,0,0,0,0.008986979470322865,0.024196362279484403,0.025518244899680458,0.05795490003692021,bajo,315.94279331018924,708.6310385044059,187.8631701269312,687.6510264091384,7635.358442083219
Centro,1,1,159.0,1,0,1,0,0,0,0,0.004846366577139196,0.017758912527518825,0.02102421735428193,0.05428497057279627,bajo,162.7376524619889,540.7688363817161,127.09154303117722,1286.7800853431759,7269.895758181066
Tetuán,2,2,119.0,1,0,0,0,0,0,0,0.04937024610025658,0.0506643789615569,0.06018171425574428,0.012052028554975315,bajo,115.72714329810636,1318.4214761674336,21.58958737335026,413.85766026028983,2916.460387536786
Centro,1,1,108.0,1,0,1,1,0,0,0,0.009496462499268513,0.006932754687712177,0.008642890879792304,0.05961459559780318,bajo,383.57571062174736,794.3252395621163,166.17953367002235,602.3359491938832,7798.71426645121
Chamberí,1,1,143.0,1,0,1,1,0,0,0,0.02111456843034726,0.02485143045299325,0.03307468020646321,0.0374282970797491,alto,103.08050047657065,1183.352654598953,122.77095965513247,1678.9736279232623,5488.180367278022
Centro,1,1,83.0,1,0,0,0,0,0,0,0.008267163963537267,0.013840827127016914,0.009997128125617209,0.06484855643951867,bajo,69.08403676304303,470.9229116524454,61.91233034535128,630.8792962299705,6405.762104190991
Centro,1,1,91.0,1,0,0,1,1,0,0,0.005238091255412351,0.019639040291215947,0.01834558308585327,0.06277345789654994,bajo,251.92464032742186,549.3255249188621,12.217093138466767,1238.3776544076732,5945.813987703868
Centro,2,2,149.0,1,0,1,1,0,1,0,0.009454317775912522,0.024467078555852947,0.026109393894423894,0.05718741701266173,bajo,220.6594002334472,703.8310784175815,142.18973676040548,702.9038513392162,7551.869126471165
Arganzuela,2,2,108.0,1,1,1,0,0,0,0,0.013306750166738613,0.02104945185889464,0.014534885577808816,0.071476677988623,medio,67.00622166900803,322.7530032979462,92.68731664931107,646.860191217852,5871.557930311977
Centro,1,2,189.0,1,0,1,1,0,0,0,0.0033772177898387296,0.012167755403524733,0.014143696361276293,0.05782631131491705,bajo,219.79158461405243,231.41946471143902,1.4956829511458516,1107.8212376024933,7641.22463873123
Centro,1,1,100.0,1,0,0,1,0,0,0,0.003524769496011835,0.017176408692156607,0.016250174483985462,0.061797858314748357,bajo,161.84663831705552,404.5859173549244,78.9984827904719,1216.1547989555938,6149.401835220739
Centro,2,3,202.0,1,0,0,0,0,0,0,0.004681388682859165,0.01889295751225807,0.017672330880786753,0.062516692381231,bajo,248.66715927187428,504.6322139289925,34.78109485605975,1292.0957781019983,6006.0507307401285
Centro,1,1,73.0,1,0,1,1,0,0,0,0.004515750214524307,0.0196162289841855,0.02128464410695926,0.05723349058278683,bajo,176.94797670650686,468.01952774519765,97.38648361512281,1057.1573349067578,6205.658783031838
Centro,1,1,110.0,1,0,0,0,0,0,0,0.008575800180068855,0.018606521586952068,0.014496122541708638,0.0668495717198219,bajo,382.4616877439291,446.73230498364376,90.16116108754171,966.0814087633871,5982.805296305394
Centro,1,1,70.0,1,0,1,0,0,0,0,0.008448064867172195,0.023449837260842144,0.025137956614646875,0.05706437012961808,bajo,250.2624009996463,783.4008171331218,193.1893475962209,772.8358430969607,7545.294008294862
Centro,1,1,75.0,1,0,1,1,0,0,0,0.005544366510250609,0.021082523178215334,0.021559595978586876,0.05964576444551616,bajo,65.53716191996546,531.9739043437856,182.65148958296425,940.7018579649571,5985.955065038346
Centro,1,1,82.0,1,1,1,1,0,0,0,0.0029156817384609277,0.016175884258982323,0.015568152965591017,0.06121942110384011,bajo,179.58267408375366,341.32938857429536,87.55972122377722,1164.3014410896544,8011.924909422165
Centro,1,1,112.0,1,0,0,0,0,0,0,0.004182487298247268,0.01911053048871225,0.018511375172040094,0.06148831541268177,bajo,355.11735321734176,437.2704176475836,83.34312637415282,1202.945232060401,6025.201154934031
Chamberí,1,1,39.0,1,0,1,0,0,0,0,0.017519774541927,0.0223589521122991,0.03002417483895282,0.04102203364400305,alto,165.18290410726468,1434.364956555827,99.72622162515978,1535.3673367492431,5865.203513554416
Centro,1,1,93.0,1,0,1,1,0,0,0,0.010462643069516017,0.011332015158833433,0.006727993962540076,0.0647498572839359,bajo,294.5454732931304,578.0330862307047,245.04021417934774,342.2922768136924,6667.194620631306
Villaverde,1,1,86.0,1,1,1,1,0,0,0,0.06690423379727328,0.06766202713161744,0.05731043160507511,0.12390465282744287,muy_bajo,1094.2969500233996,76.82189027622965,23.8252589810261,41.33488551556393,7823.5509502996465
Centro,1,1,47.0,1,0,1,0,0,0,0,0.011439252597962527,0.007813129178502168,0.005723408316730613,0.0624569474781574,bajo,228.07906270891104,597.1359168232397,119.59830542406876,273.0785236552347,8098.491368671353
Centro,1,1,65.0,1,0,1,1,0,0,0,0.004840382216312139,0.014014370751483074,0.018280532890482228,0.05363842324574439,bajo,109.0334208653684,474.91296471717095,83.71826478141443,1579.6100130651273,7197.39939182926
San Blas - Canillejas,1,2,85.0,1,0,1,1,0,1,0,0.08827382001477024,0.073992402444847,0.08070629538493375,0.07377032197496246,bajo,406.10826134887145,4743.9579078164315,53.91231043601626,714.415535022887,5816.415636892485
Centro,1,1,114.0,1,0,0,1,0,0,0,0.0015861904047121636,0.013953608836426792,0.015581554311428372,0.05796812938408174,bajo,90.0377075698779,76.79409449482633,129.81359797934584,1228.9033025794072,7661.40004852906
Arganzuela,2,2,106.0,1,0,0,0,0,0,0,0.02610720207146441,0.02374832035239737,0.013399110222701478,0.08028610579851339,medio,138.16151989173798,903.2092324958762,11.703826779012592,18.03692130229751,6802.050066324761
Centro,1,2,135.0,1,0,1,1,0,0,0,0.0014701360481264528,0.014079865324640253,0.015773290803127046,0.05784741099037639,bajo,78.93130536298105,64.58895317957183,144.63664904694596,1248.6017095998432,7648.723399677461
