"id","mode","stop_name","stop_desc","lat","lon"
3742,6,Arroyo,Calle del Arroyo 3,40.468836144,-3.700822582
3743,6,Arroyo-Paseo de la Dirección,Calle del Arroyo 28,40.469899232,-3.702304129
3744,6,La Vaguada,Avda de Monforte de Lemos 107,40.479110779,-3.706762319
3745,6,Puente San Isidro-San Illán,Paseo de San Illán 9,40.401893070,-3.724507148
3746,6,Puente San Isidro-Melancólicos,Paseo de los Melancólicos 47,40.404585771,-3.720336041
3747,6,San Illán-Hacienda,Paseo de San Illán 23,40.400888765,-3.723753976
3748,6,San Dámaso,Calle de San Dámaso 1,40.401809984,-3.723386717
3749,6,Avenida Manzanares-San Pompeyo,Avda del Manzanares 74,40.400727462,-3.722173134
3750,6,Avenida Manzanares-San Cándido,Avda del Manzanares 90,40.399781081,-3.720796059
3751,6,Avenida Manzanares,Paseo de San Illán SN,40.399377021,-3.719130180
3752,6,San Illán-San Cándido,Paseo de San Illán 41,40.399701894,-3.721938292
3753,6,Tirso de Molina,Plaza de Tirso de Molina 15,40.412572968,-3.704853993
3754,6,Puente San Isidro-Ermita del Santo,Paseo de la Ermita del Santo 71,40.403316332,-3.724534167
3755,6,Plaza Mayor,Calle de Atocha 1,40.414876401,-3.705327364
3756,6,Carrera de San Jerónimo-Cedaceros,Cra de San Jerónimo 32,40.416615997,-3.699244862
3757,6,Plaza del Perú,Plaza del Perú 1,40.460217101,-3.676926692
3758,6,Sevilla,Calle de Alcalá 31,40.418531800,-3.698269348
3759,6,Hospital San Rafael,Calle de Serrano 199,40.452245357,-3.681328357
3760,6,Príncipe de Vergara-Serrano,Calle de Serrano 215,40.454423316,-3.678637728
3761,6,Sevilla,Calle de la Virgen de los Peligros 4,40.418380725,-3.699417812
3762,6,Ramón y Cajal-Víctor de la Serna,Calle de Víctor de la Serna 2,40.452235059,-3.673851188
3763,6,Víctor de la Serna,Calle de Víctor de la Serna 16,40.453761364,-3.671649183
3764,6,Víctor de la Serna-Colombia,Calle de Víctor de la Serna 52,40.455992003,-3.671491494
3765,6,Costa Rica,Calle de Paraguay 2,40.459022857,-3.671607126
3766,6,Santa María Magdalena,Calle de Santa María Magdalena 8,40.461293343,-3.670013773
3767,6,Santamarca,Calle de la Drácena 23,40.463434899,-3.670459648
3768,6,Torpedero Tucumán,Calle de Torpedero Tucumán 1,40.460911240,-3.673760793
3769,6,Guatemala,Calle de Puerto Rico 52,40.459475119,-3.674395182
3770,6,Colombia,Calle de Puerto Rico 33,40.457366108,-3.674551047
3771,6,Uruguay,Calle de Puerto Rico 30,40.455151812,-3.674222299
3772,6,Puerto Rico,Calle de Puerto Rico 1,40.452500300,-3.674714760
3773,6,Príncipe de Vergara-Jorge Juan,Calle del Príncipe de Vergara 7,40.423471098,-3.680471517
3774,6,Las Cortes,Calle de Cedaceros 11,40.417143984,-3.698339747
3775,6,Avenida de Badajoz,Avda de Badajoz 7,40.442256803,-3.654351730
3776,6,Torrelaguna-Avenida de Badajoz,Calle de Torrelaguna 46 A,40.443134344,-3.653702456
3777,6,Arturo Soria,Calle de López de Hoyos 307,40.458700573,-3.660287728
3778,6,Plaza de Venecia,Calle de Bristol 19,40.440857780,-3.661947021
3779,6,Avenida de los Toreros,Calle de Francisco Altimiras 4,40.433942567,-3.663658926
3780,6,Tanatorio M30,Avda de Badajoz 12,40.440957744,-3.656254910
3781,6,Tanatorio M30,Avda de Badajoz SN,40.441106021,-3.656320466
3782,6,Avenida de Badajoz,Avda de Badajoz 54,40.442063309,-3.654316324
3783,6,Torrelaguna-Avenida de Badajoz,Calle de Torrelaguna 61,40.442975905,-3.653840953
3784,6,Torrelaguna-Condesa de Venadito,Calle de Torrelaguna 54,40.444731511,-3.654841842
3785,6,Torrelaguna-Condesa de Venadito,Calle de Torrelaguna 69,40.444451908,-3.654899200
3786,6,Torrelaguna-Ramírez de Arellano,Calle de Torrelaguna 64,40.448278399,-3.656902352
3787,6,Torrelaguna-Emilio Vargas,Calle de Torrelaguna SN,40.447549789,-3.656705114
3788,6,San Juan Bautista,Calle de Torrelaguna 68,40.449584452,-3.657740557
3789,6,San Juan Bautista,Calle de Torrelaguna 83,40.449763211,-3.657990687
3790,6,Sorzano,Calle de Torrelaguna 91,40.451227594,-3.659500483
3791,6,Sorzano,Calle de Torrelaguna SN,40.451171998,-3.659771186
3792,6,Avenida de la Paz,Calle de Torrelaguna 125,40.453735789,-3.660433077
3793,6,Avenida de la Paz,Calle de Torrelaguna 125,40.453265665,-3.660723325
3794,6,Bristol,Avda de La Guindalera 31,40.441062901,-3.661523798
3795,6,Luis Calvo,Calle de Luis Calvo SN,40.435574813,-3.664948326
3796,6,AVENIDA DE LOS TOREROS,Avda de los Toreros 57,40.433553918,-3.664664281
3797,6,Ventas,Calle de Julio Camba 3,40.430812893,-3.664276650
3798,6,Junta Municipal Puente de Vallecas,Avda de la Albufera 38,40.396809153,-3.666464699
3799,6,Nueva Numancia,Avda de la Albufera 76,40.395142878,-3.663254967
3800,6,Nueva Numancia,Avda de la Albufera 69,40.395412423,-3.663382071
3801,6,Avenida de la Albufera-Sierra del Cadi,Avda de la Albufera 102,40.393957803,-3.660957399
3802,6,Avenida de la Albufera-Sierra del Cadi,Avda de la Albufera 103,40.394129773,-3.660817677
3803,6,Portazgo-Estadio de Vallecas,Avda de la Albufera 145,40.392389312,-3.657952146
3804,6,Portazgo-Estadio de Vallecas,Avda de la Albufera 143,40.392569352,-3.657977093
3805,6,Buenos Aires,Avda de la Albufera 179,40.391588970,-3.654512602
3806,6,Metro Miguel Hernández,Avda de la Albufera 272,40.387184169,-3.639883760
3807,6,Metro Miguel Hernández,Avda de la Albufera 285,40.387428053,-3.639768242
3808,6,Avenida de la Albufera-Miguel Hernández,Avda de la Albufera 300,40.386285083,-3.637919459
3809,6,Avenida de la Albufera-Miguel Hernández,Avda de la Albufera SN,40.386502068,-3.637780118
3810,6,Sierra Guadalupe,Avda de la Democracia 1,40.382606969,-3.625137417
3811,6,Villa Vallecas,Plaza de Juan de Malasaña 6,40.380132928,-3.621142952
3812,6,Montes de Barbanza,Calle de los Montes de Barbanza 7,40.377891691,-3.619079593
3813,6,Pío Felipe-Buenos Aires,Calle de Pío Felipe 32,40.392422352,-3.653707626
3814,6,Buenos Aires,Calle de Monleón 10,40.392283540,-3.654358771
3815,6,Pío Felipe-Benjamín Palencia,Calle de Pío Felipe SN,40.395016862,-3.652128641
3816,6,Pío Felipe-Benjamín Palencia,Calle de Pío Felipe 18,40.395294727,-3.652380244
3817,6,Benjamín Palencia-Humanes,Calle de Benjamín Palencia 20,40.394612635,-3.648709027
3818,6,Benjamín Palencia-Humanes,Calle de Benjamín Palencia 15,40.394844549,-3.649123670
3819,6,Malgrat de Mar,Calle de Malgrat de Mar 2,40.394205144,-3.644239232
3820,6,Malgrat de Mar,Calle de Malgrat de Mar 3,40.394056710,-3.643389788
3821,6,Pablo Neruda-Malgrat de Mar,Avda de Pablo Neruda 2 E,40.392661105,-3.641620482
3822,6,Pablo Neruda-Malgrat de Mar,Avda de Pablo Neruda 7,40.392655162,-3.641066620
3823,6,Andaluces-Pablo Neruda,Calle de los Andaluces 2,40.391472489,-3.641514959
3824,6,Andaluces-Pablo Neruda,Calle de los Andaluces 1,40.391690066,-3.641269579
3825,6,Andaluces-Rafael Alberti,Calle de los Andaluces 16,40.390333385,-3.638970894
3826,6,Palomeras,Calle de los Andaluces 7,40.390701698,-3.639162892
3827,6,San Claudio-Fernández Hijicos,Calle de San Claudio SN,40.391077870,-3.636291435
3828,6,San Claudio-Fernández Hijicos,Calle de San Claudio SN,40.391098410,-3.635832098
3829,6,Andaluces-San Claudio,Calle de los Andaluces 9,40.389807652,-3.636279503
3830,6,Andaluces-San Claudio,Calle de los Andaluces 36,40.389368558,-3.635851208
3831,6,Rafael Alberti-San Claudio,Avda de Rafael Alberti 16,40.388924007,-3.639688111
3832,6,Rafael Alberti-San Claudio,Avda de Rafael Alberti 17,40.389279569,-3.638925606
3833,6,Congosto,Calle del Congosto SN,40.371544493,-3.618285776
3834,6,Rafael Alberti-San Claudio,Avda de Rafael Alberti 7,40.391701608,-3.637546284
3835,6,Rafael Alberti-San Claudio,Avda de Rafael Alberti 4,40.391970440,-3.637808040
3836,6,Sierra Guadalupe,Calle de Jesús del Pino 28,40.381677560,-3.623738662
3837,6,Villa Vallecas,Calle de Sierra Gador 68,40.379939377,-3.621955531
3838,6,Democracia-Arboleda,Ctra de Vicálvaro a Vallecas 3,40.383412405,-3.626134492
3839,6,Democracia-Arboleda,Ctra de Vicálvaro a Vallecas SN,40.383592006,-3.626242186
3840,6,Congosto-Puerto Porzuna,Calle del Congosto 10,40.375929589,-3.620410870
3841,6,Congosto-Puerto Porzuna,Calle del Congosto 3,40.375885618,-3.620210204
3842,6,Congosto-Peña Rivera,Calle del Congosto 28,40.374057989,-3.619981443
3843,6,Congosto-Peña Rivera,Calle del Congosto SN,40.374194002,-3.619817769
3844,6,Montes de Barbanza-Sierra del Eje,Calle de los Montes de Barbanza 12,40.377881517,-3.619297440
3845,6,Congosto,Calle del Congosto 66,40.371659971,-3.618593095
3846,6,Polideportivo Palomeras,Calle del Cocherón de la Villa 23,40.382058396,-3.633250739
3847,6,Polideportivo Palomeras,Calle del Tranvía de Arganda 4,40.382443735,-3.633626188
3848,6,Cocherón de la Villa-Avenida de la Albuf,Calle del Cocherón de la Villa 13,40.382437505,-3.630640304
3849,6,Cocherón de la Villa-Avenida de la Albuf,Calle del Cocherón de la Villa 13,40.382621503,-3.630766825
3850,6,Federación Madrileña de Fútbol,Calle de Benjamín Palencia SN,40.394446096,-3.646268269
3851,6,Federación Madrileña de Fútbol,Plaza de Pedro Marcos SN,40.394635146,-3.646293639
3852,6,Sierra Guadalupe-San Jaime,Calle de Sierra de Guadalupe 11,40.381396579,-3.624054167
3853,6,Estación de Atocha,Avda de la Ciudad de Barcelona 2 B,40.406309122,-3.689565642
3854,6,Avenida de Oporto-Camino Viejo Leganés,Avda de Oporto 49,40.386091883,-3.727267005
3855,6,Opañel,Avda de Oporto 25,40.385396119,-3.723280971
3856,6,Santa María de la Cabeza-Puente Praga,Paseo de Santa María de la Cabeza 85,40.397511585,-3.702339654
3857,6,Santa María de la Cabeza-Parque Bomberos,Calle de Mariblanca 32,40.391637067,-3.707618582
3858,6,Puente de los Capuchinos,Calle de Manuel Noya 2 B,40.389755034,-3.711887768
3859,6,Santa María de la Cabeza-Zújar,Paseo de Santa María de la Cabeza 3500,40.387931919,-3.715344365
3860,6,Santa María de la Cabeza-Zújar,Paseo de Santa María de la Cabeza 171,40.387394029,-3.714914527
3861,6,Plaza Elíptica-Santa María de la Cabeza,Paseo de Santa María de la Cabeza 168,40.385687906,-3.716922996
3862,6,Oca-Matilde Hernández,Calle de la Oca 26,40.389760375,-3.734121501
3863,6,Oca-Matilde Hernández,Calle de la Oca 17,40.389650182,-3.734450217
3864,6,Valvanera-Tórtola,Avda de Nuestra Señora de Valvanera 80,40.390800900,-3.736253672
3865,6,Valvanera-Tórtola,Avda de Nuestra Señora de Valvanera 75,40.390467288,-3.736297176
3866,6,Valvanera-Algodre,Avda de Nuestra Señora de Valvanera 102,40.391948209,-3.738587383
3867,6,Valvanera-Algodre,Avda de Nuestra Señora de Valvanera 99,40.391446291,-3.738181292
3868,6,Metro Carpetana,Avda de Nuestra Señora de Valvanera 120,40.393387213,-3.741085648
3869,6,Los Cármenes,Calle de la Alhambra 89,40.395993135,-3.743537181
3870,6,Los Cármenes,Calle de la Alhambra 102,40.395986914,-3.743804454
3871,6,Concejal Francisco Jiménez-Alhambra,Calle del Concejal Francisco José Jiménez Martín 128,40.400606756,-3.746883814
3872,6,Concejal Francisco Jiménez-Alhambra,Calle del Concejal Francisco José Jiménez Martín 126,40.400529404,-3.746305524
3873,6,Concejal Francisco Jiménez-Carboneras,Calle del Concejal Francisco José Jiménez Martín 142 A,40.400255856,-3.749602132
3874,6,Camino de Campamento-Villagarcía,Paseo de la Venta SN,40.406318243,-3.755255568
3875,6,Camino de Campamento-Villagarcía,Paseo de la Venta 20,40.406319857,-3.755008092
3876,6,Camino de Campamento-Colonia Lourdes,Paseo de la Venta 2,40.405383374,-3.757696470
3877,6,Camino de Campamento-Colonia Lourdes,Paseo de la Venta 2,40.405375522,-3.757519603
3878,6,Camino de Campamento-San Roberto,Paseo de la Venta 2,40.404134863,-3.759874511
3879,6,Camino de Campamento-San Roberto,Paseo de la Venta 2,40.404081276,-3.759803199
3880,6,Casa de Campo,Paseo de la Venta 2,40.403175100,-3.760606183
3881,6,La Vía-Plaza Elíptica,Calle de la Vía 32,40.386131712,-3.719447920
3882,6,Plaza Elíptica,Calle de Antonio de Leyva 88,40.386135339,-3.717410791
3883,6,Palos de la Frontera,Calle de Palos de la Frontera 15,40.403434211,-3.696510836
3884,6,Batán,Paseo de la Venta SN,40.407122575,-3.753484924
3885,6,Opañel,Calle de Benito Prieto 15,40.387124376,-3.722797584
3886,6,Metro Carpetana,Avda de Nuestra Señora de Valvanera 116,40.392862250,-3.740762496
3887,6,Concejal Francisco Jiménez-Berlanas,Calle del Concejal Francisco José Jiménez Martín 168,40.399850692,-3.752343019
3888,6,Concejal Francisco Jiménez-Carboneras,Calle del Concejal Francisco José Jiménez Martín SN,40.399992634,-3.749904873
3889,6,Plaza Elíptica,Avda de Oporto 6,40.385241328,-3.719203932
3890,6,Sepúlveda-Concejal Francisco Jiménez,Calle del Concejal Francisco José Jiménez Martín SN,40.400296701,-3.754410610
3891,6,Sepúlveda-Concejal Francisco Jiménez,Calle del Concejal Francisco José Jiménez Martín SN,40.400115458,-3.754573571
3892,6,Sepúlveda-Los Yébenes,Calle de Sepúlveda 161,40.398491116,-3.756370210
3893,6,Sepúlveda-Los Yébenes,Calle de Sepúlveda 161,40.398322573,-3.755967670
3894,6,Pedro Yagüe-Santa María de la Cabeza,,40.392336095,-3.708220560
3895,6,Baleares-Santa María de la Cabeza,,40.390072205,-3.713050953
3896,6,Santa María de la Cabeza-Cáceres,Paseo de Santa María de la Cabeza 69,40.399228604,-3.700721670
3897,6,Casa de Campo,Paseo de la Venta SN,40.403246548,-3.760701265
3898,6,Concejal Francisco Jiménez-Berlanas,Calle del Concejal Francisco José Jiménez Martín 168,40.399679697,-3.752315709
3899,6,Camino Viejo Leganés-Valle de Oro,Calle del Valle de Oro 35,40.387779070,-3.726870537
3900,6,Oporto,Gta del Valle de Oro 1,40.388538172,-3.731506933
3901,6,Oporto,Calle del General Ricardos 155,40.388501742,-3.731569133
3902,6,Santa María de la Cabeza-Puente Praga,Paseo de STA.Mª DE LA CABEZA 88,40.398360813,-3.701947805
3903,6,Juan Bravo-Francisco Silvela,Calle de Juan Bravo 68,40.432294284,-3.672961638
3904,6,Manuel Becerra,Plaza de Manuel Becerra 17,40.427578307,-3.669031289
3905,6,Nazaret,Calle del Doctor Esquerdo 96,40.410959742,-3.670048927
3906,6,Nazaret,Calle del Doctor Esquerdo 149,40.411011581,-3.669653126
3907,6,Metro Conde de Casal,Calle del Doctor Esquerdo 128,40.407421835,-3.670368578
3908,6,Doctor Esquerdo-Cavanilles,Calle del Doctor Esquerdo 187,40.404028385,-3.672188175
3909,6,Diego de León,Calle del Conde de Peñalver 65,40.434155384,-3.675156577
3910,6,Conde de Casal-Doctor Esquerdo,Calle del Doctor Esquerdo 134,40.405972835,-3.670894516
3911,6,Conde de Casal-Doctor Esquerdo,Calle del Doctor Esquerdo 177,40.406084432,-3.670291987
3912,6,Alto del Arenal,Avda de la Albufera 246,40.389906608,-3.646071782
3913,6,Avenida de la Albufera-Sierra del Cadi,Calle de Sierra de Cadi 2,40.393294362,-3.660390854
3914,6,Avenida de la Albufera-Sierra del Cadi,Calle de Sierra de Cadi 1,40.393196172,-3.660231192
3915,6,Arroyo del Olivar-Carlos Martín Álvarez,Calle de Carlos Martín Álvarez 2,40.391619604,-3.661805779
3916,6,Arroyo del Olivar-Carlos Martín Álvarez,Calle de Carlos Martín Álvarez 1,40.391502758,-3.661758242
3917,6,Carlos Martín Álvarez-Javier de Miguel,Calle de Carlos Martín Álvarez 38,40.389553168,-3.663966094
3918,6,Carlos Martín Álvarez-Javier de Miguel,Calle de Carlos Martín Álvarez 50,40.388687736,-3.664063652
3919,6,Martínez de la Riva-Puerto Bonaigua,Calle de Martínez de la Riva 127,40.386183685,-3.663980195
3920,6,Martínez de la Riva-Candilejas,Calle de Martínez de la Riva 112,40.383905983,-3.663700886
3921,6,Martínez de la Riva-Candilejas,Calle de Martínez de la Riva 143,40.383403134,-3.663410995
3922,6,Candilejas-Pablo Neruda,Calle de Candilejas 99,40.382077655,-3.663610078
3923,6,Palomeras Bajas-Romeo y Julieta,Avda del Parque de Palomeras Bajas 15,40.380365708,-3.662073570
3924,6,Palomeras Bajas-Mogambo,Avda del Parque de Palomeras Bajas 18,40.379947005,-3.659666181
3925,6,Palomeras Bajas-Cenicienta,Avda del Parque de Palomeras Bajas 23 I,40.378973709,-3.658136996
3926,6,Buenos Aires-Mogambo,Avda de Buenos Aires 84,40.380218408,-3.653106853
3927,6,Mogambo-La Violetera,Calle de Mogambo 7,40.379824320,-3.655886649
3928,6,Mogambo-Volver a Empezar,Calle de Mogambo 3,40.379837794,-3.658276083
3929,6,Pablo Neruda-Villalobos,Avda de Pablo Neruda 114,40.382011813,-3.651401504
3930,6,Pablo Neruda-Lago Calafate,Avda de Pablo Neruda 55 A,40.383145128,-3.648516746
3931,6,Pablo Neruda-Lago Calafate,Calle del Lago Calafate 24,40.383059827,-3.649269940
3932,6,Pablo Neruda-Avenida de Palomeras,Avda de Pablo Neruda 45,40.385394755,-3.646573293
3933,6,Pablo Neruda-Avenida de Palomeras,Avda de Pablo Neruda 80,40.385504548,-3.647078383
3934,6,Pablo Neruda-Luis Buñuel,Avda de Pablo Neruda 29,40.387977762,-3.644615948
3935,6,Pablo Neruda-Luis Buñuel,Avda de Pablo Neruda 54,40.388147000,-3.644963663
3936,6,Alto del Arenal,Calle de Santillana del Mar 20,40.390377274,-3.645678605
3937,6,Madrid Sur,Avda de Pablo Neruda 97,40.381881490,-3.663254721
3938,6,Palomeras Bajas-Romeo y Julieta,Avda del Parque de Palomeras Bajas 16,40.380225080,-3.661457747
3939,6,Martínez de la Riva-Puerto Bonaigua,Calle de Martínez de la Riva 119 B,40.386934161,-3.664291308
3940,6,Buenos Aires,Avda de la Albufera 179,40.391771339,-3.654125528
3941,6,Instituto Tirso de Molina,Avda de la Albufera 220,40.391292064,-3.651245884
3942,6,Instituto Tirso de Molina,Avda de la Albufera 220,40.391516285,-3.651424784
3943,6,Alto del Arenal,Calle de Santillana del Mar 11,40.390399434,-3.645743621
3944,6,Avenida de la Albufera-Pablo Neruda,Avda de la Albufera 254,40.388590359,-3.642998754
3945,6,Avenida de la Albufera-Pablo Neruda,Avda de la Albufera SN,40.388842630,-3.642995994
3946,6,Avenida de la Albufera-Cocherón Villa,Avda de la Albufera 308,40.383044274,-3.630059826
3947,6,Avenida de la Albufera-Cocherón Villa,Ctra de Vicálvaro a Vallecas 3,40.383215646,-3.630023129
3948,6,Real de Arganda,Calle  Real de Arganda 42,40.379503125,-3.617616191
3949,6,Real de Arganda,Calle  Real de Arganda 37,40.379648017,-3.617476142
3950,6,Plaza Antonio María Segovia,Calle de Enrique García Álvarez 2,40.380353143,-3.613630194
3951,6,Plaza Antonio María Segovia,Calle de Enrique García Álvarez 1,40.380279888,-3.613853369
3952,6,Enrique García Álvarez,Calle de Enrique García Álvarez 12,40.382023577,-3.614623164
3953,6,Enrique García Álvarez,Calle de Enrique García Álvarez 1 D,40.382031335,-3.614858860
3954,6,Avenida Santa Eugenia-Camino de Vasares,Avda de Santa Eugenia 29,40.384644664,-3.612177568
3955,6,Santa Eugenia ,Avda de Santa Eugenia 1 A,40.386554466,-3.607924940
3956,6,Mediterráneo-Puentelarra,Avda de Santa Eugenia SN,40.384790552,-3.605847311
3957,6,Mediterráneo-Virgen de las Viñas,Avda de Santa Eugenia SN,40.382393227,-3.604294306
3958,6,Fuentespina,Calle de Fuentespina 2 B,40.380016988,-3.605604359
3959,6,Avenida Santa Eugenia-Fuentespina,Calle de Fuentespina 16,40.379347818,-3.607801385
3960,6,Avenida Santa Eugenia-Virgen las Viñas,Avda de Santa Eugenia SN,40.380830268,-3.609430893
3961,6,Avenida Santa Eugenia-Puentelarra,Avda de Santa Eugenia 47,40.382451326,-3.610397550
3962,6,Santa Eugenia ,Avda de Santa Eugenia 37,40.384105045,-3.612854186
3963,6,Avenida Santa Eugenia 13,Avda de Santa Eugenia 15 B,40.385724707,-3.609814380
3964,6,Puente de Vallecas,Avda de la Paz SN,40.398834861,-3.669040326
3965,6,Polideportivo Palomeras,Avda de la Albufera 319,40.383802027,-3.632358752
3966,6,Polideportivo Palomeras,Avda de la Albufera 319,40.383978353,-3.632240004
3967,6,Enrique García Álvarez-Camino Vasares,Calle de Enrique García Álvarez 13,40.383866980,-3.615276090
3968,6,Enrique García Álvarez-Camino Vasares,Calle de Enrique García Álvarez 13,40.383730286,-3.615569387
3969,6,Fuentespina-Centro de Salud,Calle de Fuentespina 2 A,40.380558890,-3.603618213
3970,6,Embajadores-Batalla del Salado,Calle de Embajadores 146 D,40.397394894,-3.697049685
3971,6,Villaverde Cruce,Avda de Andalucía 38,40.350520620,-3.693277105
3972,6,Villaverde Cruce,Avda de Andalucía 38,40.350959901,-3.692886369
3973,6,María Droc-San Dalmacio,Paseo de María Droc 2,40.344606373,-3.693233584
3974,6,Burjasot,Calle de Burjasot 4,40.345204595,-3.691120232
3975,6,San Cristóbal,Calle de Godella 70,40.342760947,-3.688457875
3976,6,Rocafort-Moncada,Calle de Rocafort SN,40.342032513,-3.692018818
3977,6,Estación de Atocha,Avda de la Ciudad de Barcelona 2 B,40.407686500,-3.690490856
3978,6,Delicias-Atocha,Paseo de las Delicias 3,40.406859727,-3.693162160
3979,6,Guetaria-Alzola,Calle de Guetaria 49,40.368552349,-3.715507129
3980,6,Plaza de la Cebada,Calle de Toledo 56,40.410931256,-3.708882156
3981,6,San Francisco El Grande,Car de San Francisco 11,40.411127302,-3.712169637
3982,6,Embajadores,Calle de Embajadores 72,40.404462414,-3.702284343
3983,6,Embajadores,Calle de los Embajadores 61,40.404335132,-3.701731700
3984,6,Plaza Elíptica,Paseo de Santa María de la Cabeza 168,40.385610900,-3.716264239
3985,6,Embajadores-Santa María de la Cabeza,Calle de EMBAJADORES 106,40.401284319,-3.699704064
3986,6,Embajadores-Santa María de la Cabeza,Calle de los Embajadores 81,40.402209798,-3.700110259
3987,6,Leiza-Rafaela Ybarra,Calle de Leiza 147,40.371009578,-3.712951199
3988,6,Guetaria-Leiza,Calle de Leiza SN,40.370987718,-3.715035903
3989,6,Guetaria-Alzola,Calle de Guetaria SN,40.369100595,-3.715719049
3990,6,Guetaria-Ordicia,Calle de Ordicia 30,40.366672942,-3.714940691
3991,6,Rafaela Ybarra-Centro Comercial,Calle de Ordicia 10,40.366685918,-3.712835414
3992,6,Rafaela Ybarra-Centro Comercial,Avda de Rafaela Ybarra 119,40.366914930,-3.712220184
3993,6,Rafaela Ybarra-Alzola,Calle de Alzola 131,40.368298954,-3.712769560
3994,6,Simca-Talbot,Calle  Simca 4,40.366439362,-3.710441419
3995,6,Simca-Dodge,Calle  Simca 4,40.366605609,-3.711244101
3996,6,Simca-Horizon,Calle a Simca 1,40.366447568,-3.708365913
3997,6,Simca-Horizon,Calle  Simca 6,40.366619832,-3.708923880
3998,6,Orcasitas,Calle a Simca 18 A,40.366597491,-3.705944048
3999,6,Plaza Elíptica-Marcelo Usera,Calle de Marcelo Usera 170,40.385177921,-3.716352074
4000,6,Conde de Peñalver-Maldonado,Calle del Conde de Peñalver 63,40.433380480,-3.675178685
4001,6,Hospital de la Princesa,Calle de Diego de León 67,40.434803034,-3.675328110
4002,6,Príncipe de Vergara-Diego de León,Calle de Diego de León 41,40.435019357,-3.679928553
4003,6,Príncipe de Vergara-Diego de León,Calle de Diego de León 50,40.434673975,-3.678911105
4004,6,Diego de León-Velázquez,Calle de Diego de León 13,40.435220197,-3.684069039
4005,6,Diego de León-Velázquez,Calle de Diego de León 18,40.434969073,-3.683877851
4006,6,Serrano-Diego de León,Calle de Diego de León 3,40.435325659,-3.686039122
4007,6,Serrano-Diego de León,Calle de los Hermanos Bécquer 1,40.435509315,-3.686972439
4008,6,General Oráa-Emilio Castelar,Calle del General Oraa SN,40.435801835,-3.687777172
4009,6,Diego de León-Núñez de Balboa,Calle de Diego de León 25,40.435090105,-3.681686046
4010,6,Diego de León-Núñez de Balboa,Calle de Diego de León 36,40.434805372,-3.681081864
4011,6,Hospital de la Princesa,Calle de Diego de León 61,40.434528032,-3.676138900
4012,6,Narváez,Calle del Doce de Octubre 8,40.415681981,-3.676764231
4013,6,Conde de Peñalver-Juan Bravo,Calle del Conde de Peñalver 78,40.432814630,-3.674883810
4014,6,Pintor Rosales-Teleférico,Paseo del Pintor Rosales 52,40.429456586,-3.722284573
4015,6,Moncloa,Paseo de Moret 1,40.434544860,-3.720407147
4016,6,Príncipe Pío-Campo del Moro,Paseo de la Virgen del Puerto 1,40.419705116,-3.719986817
4017,6,Ferraz-Paseo de Moret,Calle de Ferraz 124,40.432822341,-3.723585009
4018,6,Ferraz-Quintana,Calle de Ferraz 52,40.427668890,-3.718569208
4019,6,Marqués de Urquijo-Teleférico,Calle de Ferraz 76,40.429083866,-3.719929341
4020,6,Ferraz-Romero Robledo,Calle de Ferraz 100,40.430986549,-3.721813851
4021,6,Bronce,Calle de Embajadores 42,40.387790933,-3.691083290
4022,6,Bronce,Calle de Embajadores 201 B,40.388026255,-3.690901225
4023,6,Nudo Sur,Calle de Embajadores 264,40.386522350,-3.690042736
4024,6,Nudo Sur,Calle de Embajadores 272,40.386757327,-3.689918473
4025,6,Legazpi,Paseo del Molino 3,40.390961141,-3.694261640
4026,6,Legazpi-Paseo del Molino,Paseo del Molino 2,40.390802143,-3.694484987
4027,6,Puerto Serrano,Calle de Puerto Serrano 10,40.385828861,-3.687735259
4028,6,Los Puertos,Calle del Puerto de la Cruz Verde 21,40.386443020,-3.685956155
4029,6,Puerto de la Cruz Verde,Calle del Puerto de la Cruz Verde 60,40.385712167,-3.686144627
4030,6,Melancólicos-Imperial,Paseo de los Melancólicos 4 A,40.410460426,-3.718764713
4031,6,Paseo de la Esperanza-Vallejo Nájera,Paseo de la Esperanza 10,40.401711394,-3.705044344
4032,6,Paseo de la Esperanza-Gargantilla ,Calle de Gargantilla 5,40.399049690,-3.703484681
4033,6,Paseo de la Esperanza-Gargantilla ,Paseo de la Esperanza 18,40.398934881,-3.703104554
4034,6,Arganda-Puente Praga,Calle de Arganda 50,40.397485105,-3.704474476
4035,6,Arganda-Puente Praga,Calle de Arganda 37,40.397567615,-3.704239656
4036,6,Cobos de Segovia,Calle de Cobos de Segovia 7 H,40.405229701,-3.718921298
4037,6,Melancólicos,Calle de Cobos de Segovia 2,40.407987426,-3.719492735
4038,6,Casa del Reloj,Paseo de la Chopera 41,40.393954760,-3.699070825
4039,6,Casa del Reloj,Paseo de la Chopera 41,40.394176142,-3.698961537
4040,6,Guillermo de Osma,Calle de Guillermo de Osma 29,40.393774295,-3.697623671
4041,6,Beata,Plaza de la Beata María Ana de Jesús 10,40.393920470,-3.695038377
4042,6,Cristo Rey,Calle de Isaac Peral 38,40.438041882,-3.717985622
4043,6,Puerto de Béjar,Calle del Puerto de Béjar 3,40.387211455,-3.688544222
4044,6,Plaza de Italia,Paseo del Molino 8 A,40.389656825,-3.692422343
4045,6,Plaza de Italia,Paseo del Molino 19,40.389971774,-3.692484108
4046,6,Templo de Debod,Calle de Ferraz 22,40.425197280,-3.716167519
